,AUC,precision,recall,F-measure,Gmean
0,0.8738170379968512,0.7094911297852474,0.7560606060606061,0.714767688451899,0.8474203044509124
1,0.8605731422626178,0.6588989441930618,0.7742424242424242,0.7071428571428573,0.8571851784311517
2,0.87426726237357,0.664593837535014,0.75,0.6983312983312983,0.8430205698973516
3,0.8512432563794855,0.6699766899766899,0.6984848484848485,0.6817585377585378,0.8157616947125723
4,0.8143189529194682,0.5885714285714286,0.6484848484848484,0.6065934065934065,0.7775811757056414
5,0.8760541864093142,0.5665686274509804,0.7378787878787879,0.6270329670329671,0.8216223209920811
6,0.8926260570297032,0.6599206349206349,0.7166666666666667,0.6697320223636012,0.820309789821905
7,0.8378578638986383,0.6594383394383394,0.6287878787878788,0.6401318681318682,0.7752802843969334
8,0.84606721220093,0.5846353646353646,0.65,0.6116438923395446,0.7828531204574473
9,0.8758856326365537,0.5799116569704805,0.7696969696969697,0.6563105590062113,0.8456785775084639
10,0.83532534199597,0.5783863195627902,0.7030303030303031,0.6314352314352314,0.8104855968353203
11,0.8429051216310234,0.6778388278388279,0.706060606060606,0.6741058944212104,0.8169246142553555
12,0.8819009278502782,0.697997557997558,0.7727272727272727,0.7215609677678645,0.8562742805895962
13,0.8795165972326258,0.7127594627594627,0.7181818181818183,0.7041782233361181,0.8293838323018601
14,0.8448738589144548,0.6457142857142857,0.65,0.6449459815546772,0.7863024969902732
15,0.9168335694496887,0.720387847446671,0.7893939393939394,0.7452214452214452,0.8683653073967988
16,0.860574880809117,0.5650700280112045,0.7166666666666666,0.6207521174477696,0.813594422624013
17,0.8485225599665924,0.6259307359307359,0.7212121212121213,0.6676596736596737,0.8267113595969683
18,0.835016753594701,0.5834600182426268,0.7196969696969696,0.6335864527629234,0.8180311322726224
19,0.8607004460807792,0.6498519024834815,0.7181818181818183,0.6748759795604116,0.8243797611353989
20,0.8023423804511032,0.5347319347319347,0.5969696969696969,0.5597772597772598,0.7471818383695574
21,0.8583534827338777,0.6799083269671505,0.7181818181818183,0.6899082659627125,0.8274377999991147
22,0.8638892101882513,0.6102564102564103,0.7196969696969696,0.6524362993328511,0.8223486936173596
23,0.8575741918334631,0.6599999999999999,0.6878787878787879,0.6586103551620793,0.8066432133274397
24,0.866027948804884,0.75,0.696969696969697,0.7187795575896262,0.8204035276007877
25,0.8851193541008708,0.6467032967032967,0.7363636363636364,0.6883678929765886,0.8373465950642845
26,0.8236090682135008,0.6774358974358974,0.6818181818181819,0.661831741243506,0.8037476861780277
27,0.8541113115464745,0.5748030916451968,0.703030303030303,0.6282983682983683,0.8093056769582694
28,0.8820960025961035,0.7298412698412697,0.7348484848484849,0.7254314574314575,0.8397116567183291
29,0.8489214529997505,0.6017857142857144,0.6833333333333333,0.6227134296099812,0.798192257429682
