,AUC,precision,recall,F-measure,Gmean
0,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
1,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
2,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
3,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
4,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
5,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
6,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
7,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
8,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
9,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
10,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
11,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
12,0.9883838383838384,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
13,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
14,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
15,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
16,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
17,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
18,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
19,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
20,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
21,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
22,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
23,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
24,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
25,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
26,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
27,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
28,0.9888888888888889,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
29,0.9883838383838384,0.9142857142857143,0.75,0.7835497835497834,0.8512278078212134
