,AUC,precision,recall,F-measure,Gmean
0,0.9887419651056014,0.8478632478632477,0.8636363636363636,0.8502288329519452,0.9254718337938472
1,0.9892194674012856,0.8232323232323232,0.8436363636363637,0.8304337919898561,0.914952826363144
2,0.9900091827364554,0.8555555555555555,0.8436363636363637,0.8464738922404826,0.9155804994039188
3,0.9897887970615242,0.8053302253302255,0.8436363636363637,0.8222305764411028,0.9146357632775667
4,0.9876951331496786,0.8314285714285715,0.8036363636363637,0.81080825756556,0.8913426240255988
5,0.9903213957759411,0.8691919191919192,0.8436363636363637,0.8542661000326903,0.915912500363284
6,0.9894214876033058,0.844017094017094,0.8436363636363637,0.8399521531100479,0.9152622754704949
7,0.9887786960514233,0.7868686868686868,0.8436363636363637,0.8123886792079013,0.9142905672409463
8,0.9899357208448117,0.8355555555555554,0.8436363636363637,0.8370002080299563,0.9152496592924007
9,0.9876767676767677,0.8412393162393161,0.8236363636363636,0.8264937706585304,0.9037146260218311
10,0.988613406795225,0.8527777777777779,0.8236363636363636,0.8336083951644593,0.9040472120062741
11,0.9878787878787879,0.8262393162393161,0.8436363636363637,0.8309382151029748,0.9149343531642732
12,0.9901744719926537,0.8555555555555555,0.8436363636363637,0.8464738922404826,0.9155804994039188
13,0.9909641873278237,0.8097008547008546,0.8236363636363636,0.8104983473175693,0.9030655619768886
14,0.9864279155188246,0.8191919191919192,0.8436363636363637,0.8284287794585279,0.9149182402817211
15,0.9905417814508723,0.8628427128427127,0.8036363636363637,0.8270215179893468,0.8919881852401664
16,0.990358126721763,0.844017094017094,0.8436363636363637,0.8393592677345538,0.9152479134194758
17,0.9902295684113867,0.8262393162393161,0.8436363636363637,0.8315311004784689,0.9149487152152922
18,0.991129476584022,0.8355555555555554,0.8436363636363637,0.8370002080299563,0.9152496592924007
19,0.9907621671258035,0.8377777777777778,0.8436363636363637,0.8380528396089038,0.9152669391487163
20,0.9895133149678604,0.8204545454545455,0.8236363636363636,0.8175682949138328,0.9034195389654993
21,0.9882828282828282,0.82,0.8636363636363636,0.8401581027667984,0.9257683993842566
22,0.9901744719926538,0.827078477078477,0.8636363636363636,0.8407104718317534,0.9251623846864965
23,0.9866666666666667,0.794017094017094,0.8436363636363637,0.8141148325358852,0.914268015388932
24,0.9882093663911845,0.8555555555555555,0.8436363636363637,0.8464738922404826,0.9155804994039188
25,0.9872543617998163,0.7913186813186813,0.8236363636363636,0.7994736842105263,0.9006127795168897
26,0.9887052341597796,0.8555555555555555,0.8436363636363637,0.8464738922404826,0.9155804994039188
27,0.989348025711662,0.7912393162393163,0.8236363636363636,0.8012493354598618,0.9027347279912872
28,0.9895684113865932,0.844017094017094,0.8436363636363637,0.8399521531100479,0.9152622754704949
29,0.9900642791551881,0.8270979020979021,0.8436363636363637,0.8295012894555228,0.9142119432248285
